City Name,Date/Time (UTC),AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
New York,2026-07-25 07:00:00+00:00,2,96.01,0.0,1.91,61.41,0.36,2.92,6.2,0.05
New York,2026-07-25 08:00:00+00:00,1,94.79,0.0,1.8,58.36,0.36,2.88,6.18,0.05
New York,2026-07-25 09:00:00+00:00,1,94.74,0.0,1.9,55.54,0.37,2.85,6.06,0.05
New York,2026-07-25 10:00:00+00:00,1,95.87,0.0,2.29,52.47,0.38,2.82,5.9,0.05
New York,2026-07-25 11:00:00+00:00,1,101.34,0.05,3.35,50.2,0.43,2.84,5.8,0.09
New York,2026-07-25 12:00:00+00:00,1,109.7,0.61,4.04,53.54,0.58,2.85,5.79,0.13
New York,2026-07-25 13:00:00+00:00,2,108.91,0.7,3.03,70.5,0.93,2.71,5.74,0.12
New York,2026-07-25 14:00:00+00:00,2,108.06,0.62,2.37,77.04,1.02,2.76,5.85,0.13
New York,2026-07-25 15:00:00+00:00,2,106.4,0.4,1.65,85.22,1.05,3.26,6.45,0.12
New York,2026-07-25 16:00:00+00:00,2,101.32,0.15,0.75,96.72,0.66,2.86,5.45,0.07
New York,2026-07-25 17:00:00+00:00,2,98.98,0.11,0.53,99.2,0.48,2.56,4.79,0.05
New York,2026-07-25 18:00:00+00:00,2,98.25,0.1,0.51,99.15,0.41,2.42,4.55,0.04
New York,2026-07-25 19:00:00+00:00,2,98.68,0.1,0.51,99.81,0.38,2.24,4.29,0.04
New York,2026-07-25 20:00:00+00:00,2,99.38,0.1,0.54,99.26,0.35,2.08,4.1,0.04
New York,2026-07-25 21:00:00+00:00,2,100.17,0.11,0.64,98.03,0.34,1.93,3.93,0.04
New York,2026-07-25 22:00:00+00:00,2,102.02,0.13,0.93,94.77,0.37,1.91,4.08,0.05
New York,2026-07-25 23:00:00+00:00,2,103.8,0.12,1.32,89.2,0.43,1.98,4.49,0.06
New York,2026-07-26 00:00:00+00:00,2,104.87,0.04,1.61,84.52,0.46,2.03,4.81,0.07
New York,2026-07-26 01:00:00+00:00,2,104.58,0.0,1.75,78.39,0.48,2.07,5.04,0.08
New York,2026-07-26 02:00:00+00:00,2,105.87,0.0,2.01,72.98,0.5,2.16,5.27,0.09
New York,2026-07-26 03:00:00+00:00,2,107.53,0.0,2.33,68.94,0.51,2.21,5.34,0.11
New York,2026-07-26 04:00:00+00:00,2,107.93,0.0,2.8,61.58,0.45,2.2,5.18,0.12
New York,2026-07-26 05:00:00+00:00,1,107.6,0.0,3.03,53.11,0.37,2.19,5.0,0.11
New York,2026-07-26 06:00:00+00:00,1,106.0,0.0,2.95,47.3,0.34,2.17,4.83,0.09
New York,2026-07-26 07:00:00+00:00,1,104.42,0.0,2.93,42.8,0.33,2.16,4.7,0.09
New York,2026-07-26 08:00:00+00:00,1,104.04,0.0,2.99,39.83,0.34,2.18,4.6,0.07
New York,2026-07-26 09:00:00+00:00,1,104.84,0.0,3.25,37.22,0.36,2.23,4.54,0.07
New York,2026-07-26 10:00:00+00:00,1,106.65,0.0,3.84,34.43,0.42,2.29,4.53,0.07
New York,2026-07-26 11:00:00+00:00,1,113.18,0.14,5.13,32.83,0.57,2.39,4.69,0.12
New York,2026-07-26 12:00:00+00:00,1,124.26,1.22,5.85,36.47,0.92,2.52,5.01,0.21
New York,2026-07-26 13:00:00+00:00,1,128.53,1.61,5.74,54.81,2.05,2.63,5.47,0.27
New York,2026-07-26 14:00:00+00:00,2,133.29,1.81,5.58,62.68,2.49,3.19,6.28,0.32
New York,2026-07-26 15:00:00+00:00,2,139.06,1.4,5.06,80.1,2.95,5.3,8.68,0.35
New York,2026-07-26 16:00:00+00:00,3,123.05,0.36,2.07,119.13,2.36,6.78,9.09,0.19
New York,2026-07-26 17:00:00+00:00,3,120.26,0.17,1.19,132.29,1.98,8.39,10.25,0.13
New York,2026-07-26 18:00:00+00:00,3,120.3,0.14,1.04,138.59,1.86,9.73,11.54,0.1
New York,2026-07-26 19:00:00+00:00,4,120.17,0.13,1.01,141.76,1.69,10.35,12.09,0.08
New York,2026-07-26 20:00:00+00:00,4,118.98,0.11,1.04,141.97,1.53,10.4,12.11,0.05
New York,2026-07-26 21:00:00+00:00,4,118.24,0.09,1.16,140.67,1.41,10.19,11.89,0.04
New York,2026-07-26 22:00:00+00:00,3,117.31,0.09,1.49,135.02,1.29,9.46,11.29,0.05
New York,2026-07-26 23:00:00+00:00,3,116.52,0.07,1.85,126.34,1.17,8.5,10.62,0.06
New York,2026-07-27 00:00:00+00:00,3,115.46,0.02,2.0,119.73,1.07,7.67,10.07,0.06
New York,2026-07-27 01:00:00+00:00,3,113.36,0.0,1.89,113.1,0.97,6.84,9.46,0.06
New York,2026-07-27 02:00:00+00:00,3,112.61,0.0,1.93,106.23,0.91,6.21,9.03,0.07
New York,2026-07-27 03:00:00+00:00,3,112.39,0.0,2.04,100.7,0.88,5.79,8.76,0.1
New York,2026-07-27 04:00:00+00:00,2,111.75,0.0,2.1,95.1,0.87,5.48,8.58,0.2
New York,2026-07-27 05:00:00+00:00,2,112.11,0.0,2.17,89.96,0.9,5.39,8.66,0.37
New York,2026-07-27 06:00:00+00:00,2,113.1,0.0,2.28,84.19,0.96,5.39,8.8,0.53
New York,2026-07-27 07:00:00+00:00,2,114.3,0.0,2.54,77.21,1.04,5.31,8.71,0.64
New York,2026-07-27 08:00:00+00:00,2,115.7,0.0,2.9,69.37,1.13,5.08,8.2,0.66
New York,2026-07-27 09:00:00+00:00,2,116.74,0.0,3.33,61.67,1.24,4.82,7.46,0.59
New York,2026-07-27 10:00:00+00:00,1,118.02,0.0,3.94,54.7,1.42,4.7,6.88,0.48
New York,2026-07-27 11:00:00+00:00,1,122.14,0.05,5.06,50.23,1.7,4.88,6.78,0.41
New York,2026-07-27 12:00:00+00:00,1,129.37,0.65,5.88,49.73,2.05,5.34,7.1,0.42
New York,2026-07-27 13:00:00+00:00,1,134.93,1.33,5.71,54.85,2.36,5.98,7.66,0.44
New York,2026-07-27 14:00:00+00:00,2,136.68,1.4,5.05,62.68,2.41,6.61,8.27,0.44
New York,2026-07-27 15:00:00+00:00,2,137.34,0.98,4.01,75.25,2.37,7.69,9.38,0.45
New York,2026-07-27 16:00:00+00:00,3,131.04,0.27,1.81,105.24,1.86,8.6,9.78,0.29
New York,2026-07-27 17:00:00+00:00,3,127.47,0.13,1.26,109.26,1.51,8.25,9.34,0.27
New York,2026-07-27 18:00:00+00:00,3,126.89,0.08,1.32,108.76,1.42,8.11,9.21,0.28
New York,2026-07-27 19:00:00+00:00,3,126.91,0.04,1.56,107.72,1.5,7.98,9.03,0.27
New York,2026-07-27 20:00:00+00:00,3,128.41,0.04,1.93,106.52,1.55,7.97,8.92,0.27
New York,2026-07-27 21:00:00+00:00,3,130.44,0.04,2.43,104.34,1.53,7.95,8.81,0.29
New York,2026-07-27 22:00:00+00:00,2,134.37,0.12,3.2,98.65,1.4,7.95,8.85,0.34
New York,2026-07-27 23:00:00+00:00,2,138.46,0.15,3.99,91.47,1.3,8.01,9.02,0.38
New York,2026-07-28 00:00:00+00:00,2,141.32,0.04,4.5,86.38,1.19,8.09,9.17,0.38
New York,2026-07-28 01:00:00+00:00,2,142.08,0.0,4.55,79.85,1.01,8.12,9.27,0.32
New York,2026-07-28 02:00:00+00:00,2,143.39,0.0,4.59,71.93,0.83,8.19,9.43,0.24
New York,2026-07-28 03:00:00+00:00,2,143.81,0.0,4.64,65.47,0.71,8.22,9.5,0.2
New York,2026-07-28 04:00:00+00:00,2,141.49,0.0,4.24,61.78,0.65,8.1,9.42,0.18
New York,2026-07-28 05:00:00+00:00,2,136.96,0.0,3.4,62.36,0.67,7.88,9.24,0.18
New York,2026-07-28 06:00:00+00:00,2,132.42,0.0,2.62,66.36,0.74,7.5,8.93,0.22
New York,2026-07-28 07:00:00+00:00,2,128.19,0.0,2.14,70.27,0.81,6.99,8.52,0.27
New York,2026-07-28 08:00:00+00:00,2,124.79,0.0,1.95,67.67,0.75,6.54,8.15,0.23
New York,2026-07-28 09:00:00+00:00,2,122.82,0.0,1.92,65.22,0.72,6.21,7.92,0.21
New York,2026-07-28 10:00:00+00:00,2,121.89,0.0,2.07,63.36,0.73,6.03,7.92,0.2
New York,2026-07-28 11:00:00+00:00,2,124.04,0.01,2.72,62.59,0.8,5.98,8.13,0.22
New York,2026-07-28 12:00:00+00:00,2,129.11,0.12,3.59,63.72,0.88,6.05,8.35,0.25
New York,2026-07-28 13:00:00+00:00,2,133.09,0.13,3.67,69.82,0.98,6.32,8.48,0.26
New York,2026-07-28 14:00:00+00:00,2,133.87,0.24,3.13,73.86,1.03,6.46,8.47,0.23
New York,2026-07-28 15:00:00+00:00,2,134.12,0.29,2.39,80.18,1.07,6.76,8.64,0.19
New York,2026-07-28 16:00:00+00:00,2,136.99,0.19,1.72,93.91,1.06,7.41,8.73,0.13
New York,2026-07-28 17:00:00+00:00,2,139.9,0.16,1.78,94.06,1.02,7.46,8.66,0.14
New York,2026-07-28 18:00:00+00:00,2,143.35,0.14,2.05,91.13,0.96,7.42,8.55,0.11
New York,2026-07-28 19:00:00+00:00,2,143.99,0.11,2.25,87.51,0.88,7.18,8.17,0.09
New York,2026-07-28 20:00:00+00:00,2,142.86,0.09,2.22,87.51,0.81,6.71,7.54,0.11
New York,2026-07-28 21:00:00+00:00,2,139.11,0.07,2.13,89.69,0.73,6.08,6.84,0.11
New York,2026-07-28 22:00:00+00:00,2,134.62,0.06,2.11,92.37,0.67,5.55,6.33,0.09
New York,2026-07-28 23:00:00+00:00,2,132.16,0.02,2.33,91.1,0.63,5.15,5.98,0.06
New York,2026-07-29 00:00:00+00:00,2,131.45,0.0,2.24,90.36,0.55,4.91,5.66,0.04
New York,2026-07-29 01:00:00+00:00,2,131.86,0.0,2.05,88.63,0.45,4.6,5.2,0.03
New York,2026-07-29 02:00:00+00:00,2,135.16,0.0,2.04,84.84,0.38,4.27,4.68,0.03
New York,2026-07-29 03:00:00+00:00,2,138.82,0.0,2.24,79.22,0.39,4.02,4.33,0.04
New York,2026-07-29 04:00:00+00:00,2,141.2,0.0,2.44,72.81,0.45,3.98,4.27,0.05
New York,2026-07-29 05:00:00+00:00,2,144.07,0.0,2.72,66.34,0.59,4.12,4.38,0.07
New York,2026-07-29 06:00:00+00:00,1,148.36,0.0,3.37,58.08,0.82,4.4,4.64,0.08
New York,2026-07-29 07:00:00+00:00,1,156.77,0.0,4.6,47.69,1.17,5.12,5.4,0.1
New York,2026-07-29 08:00:00+00:00,1,168.76,0.0,6.03,37.11,1.57,6.22,6.57,0.11
New York,2026-07-29 09:00:00+00:00,1,182.37,0.0,7.35,28.86,1.9,7.46,7.85,0.11
New York,2026-07-29 10:00:00+00:00,1,195.37,0.0,8.43,22.59,2.07,8.3,8.71,0.11
New York,2026-07-29 11:00:00+00:00,1,206.31,0.13,9.01,18.66,2.1,8.33,8.77,0.12
New York,2026-07-29 12:00:00+00:00,1,212.28,1.29,7.66,21.62,2.01,7.21,7.68,0.16
New York,2026-07-29 13:00:00+00:00,1,206.08,1.78,5.69,33.73,1.73,5.0,5.43,0.18
New York,2026-07-29 14:00:00+00:00,1,197.01,1.51,4.62,46.11,1.65,3.74,4.13,0.25
New York,2026-07-29 15:00:00+00:00,1,189.6,1.13,3.71,59.04,1.69,3.81,4.17,0.33
New York,2026-07-29 16:00:00+00:00,2,179.48,0.53,2.63,73.62,1.43,3.7,3.98,0.32
New York,2026-07-29 17:00:00+00:00,2,170.32,0.35,1.95,79.49,1.23,3.23,3.46,0.32
New York,2026-07-29 18:00:00+00:00,2,163.29,0.29,1.67,82.95,1.22,3.09,3.31,0.36
New York,2026-07-29 19:00:00+00:00,2,157.49,0.24,1.64,85.43,1.2,2.9,3.11,0.4
New York,2026-07-29 20:00:00+00:00,2,152.38,0.24,1.68,86.36,1.11,2.55,2.73,0.4
New York,2026-07-29 21:00:00+00:00,2,149.02,0.27,1.9,85.87,1.04,2.33,2.49,0.39
New York,2026-07-29 22:00:00+00:00,2,147.7,0.32,2.52,82.22,1.04,2.26,2.41,0.39
New York,2026-07-29 23:00:00+00:00,2,147.91,0.33,3.64,74.38,1.15,2.27,2.44,0.41
New York,2026-07-30 00:00:00+00:00,2,147.07,0.12,4.99,64.0,1.28,2.13,2.33,0.46
New York,2026-07-30 01:00:00+00:00,1,145.35,0.0,5.65,53.52,1.4,1.87,2.1,0.51
New York,2026-07-30 02:00:00+00:00,1,146.98,0.0,6.24,44.65,1.54,1.61,1.88,0.53
New York,2026-07-30 03:00:00+00:00,1,150.39,0.0,6.92,37.01,1.62,1.37,1.67,0.52
New York,2026-07-30 04:00:00+00:00,1,151.49,0.0,7.21,31.32,1.6,1.17,1.46,0.45
New York,2026-07-30 05:00:00+00:00,1,151.84,0.0,6.99,29.18,1.53,1.09,1.36,0.38
New York,2026-07-30 06:00:00+00:00,1,149.7,0.0,6.51,29.18,1.43,1.14,1.39,0.31
New York,2026-07-30 07:00:00+00:00,1,145.92,0.0,5.94,30.12,1.37,1.23,1.46,0.28
New York,2026-07-30 08:00:00+00:00,1,142.44,0.0,5.6,30.83,1.45,1.27,1.51,0.3
New York,2026-07-30 09:00:00+00:00,1,139.58,0.0,5.45,31.5,1.6,1.24,1.53,0.35
New York,2026-07-30 10:00:00+00:00,1,137.25,0.0,5.44,32.3,1.76,1.2,1.54,0.43
New York,2026-07-30 11:00:00+00:00,1,136.87,0.1,5.67,32.99,1.87,1.23,1.61,0.53
New York,2026-07-30 12:00:00+00:00,1,138.89,0.83,5.29,35.33,1.9,1.35,1.74,0.61
New York,2026-07-30 13:00:00+00:00,1,136.67,1.01,4.04,46.2,1.38,1.38,1.65,0.45
New York,2026-07-30 14:00:00+00:00,1,133.96,0.9,3.45,53.65,1.09,1.46,1.64,0.32
New York,2026-07-30 15:00:00+00:00,1,133.91,0.85,3.32,56.14,1.02,1.76,1.91,0.25
New York,2026-07-30 16:00:00+00:00,1,134.97,0.75,3.23,59.13,0.98,2.1,2.23,0.19
New York,2026-07-30 17:00:00+00:00,2,135.21,0.66,3.2,62.39,0.9,2.41,2.53,0.14
New York,2026-07-30 18:00:00+00:00,2,137.73,0.62,3.47,67.45,0.96,2.99,3.13,0.11
New York,2026-07-30 19:00:00+00:00,2,143.15,0.51,3.7,75.86,1.14,4.33,4.54,0.11
New York,2026-07-30 20:00:00+00:00,2,148.68,0.44,3.6,85.49,1.34,6.48,6.78,0.11
New York,2026-07-30 21:00:00+00:00,2,154.24,0.36,3.67,93.5,1.44,8.55,8.91,0.12
New York,2026-07-30 22:00:00+00:00,2,163.1,0.41,4.75,87.52,1.39,10.67,11.22,0.15
New York,2026-07-30 23:00:00+00:00,2,172.45,0.37,6.01,78.23,1.29,12.5,13.27,0.17
New York,2026-07-31 00:00:00+00:00,2,176.0,0.1,6.86,71.32,1.2,13.14,14.04,0.14
New York,2026-07-31 01:00:00+00:00,2,177.38,0.0,7.46,58.39,0.9,13.18,14.22,0.13
New York,2026-07-31 02:00:00+00:00,2,181.21,0.0,8.23,44.65,0.67,13.24,14.43,0.15
New York,2026-07-31 03:00:00+00:00,2,184.7,0.01,8.89,36.38,0.61,13.3,14.58,0.2
New York,2026-07-31 04:00:00+00:00,2,183.24,0.02,8.86,32.35,0.6,13.02,14.24,0.22
New York,2026-07-31 05:00:00+00:00,2,176.97,0.02,7.69,27.63,0.53,12.5,13.6,0.18
New York,2026-07-31 06:00:00+00:00,2,169.98,0.01,6.33,22.57,0.44,11.89,12.84,0.12
New York,2026-07-31 07:00:00+00:00,2,164.96,0.01,5.46,18.35,0.38,11.68,12.51,0.09
New York,2026-07-31 08:00:00+00:00,2,162.82,0.02,5.07,14.96,0.35,11.88,12.63,0.07
New York,2026-07-31 09:00:00+00:00,2,164.29,0.04,5.06,13.71,0.38,12.22,12.89,0.05
New York,2026-07-31 10:00:00+00:00,2,171.18,0.06,5.57,19.62,0.59,12.73,13.37,0.05
New York,2026-07-31 11:00:00+00:00,2,184.58,0.28,7.27,19.28,0.8,12.9,13.57,0.06
New York,2026-07-31 12:00:00+00:00,2,202.64,1.93,8.44,19.21,1.19,12.81,13.59,0.07
New York,2026-07-31 13:00:00+00:00,2,212.04,3.26,9.53,28.16,2.42,12.38,13.29,0.06
New York,2026-07-31 14:00:00+00:00,2,215.8,3.99,9.11,35.99,2.73,12.26,13.22,0.08
New York,2026-07-31 15:00:00+00:00,2,215.78,3.11,8.41,56.43,2.95,13.86,14.82,0.1
New York,2026-07-31 16:00:00+00:00,2,150.01,0.63,2.83,86.78,1.72,7.44,7.81,0.04
New York,2026-07-31 17:00:00+00:00,2,132.25,0.22,1.26,93.95,0.97,5.36,5.56,0.03
New York,2026-07-31 18:00:00+00:00,2,129.79,0.17,1.07,98.89,0.85,5.46,5.63,0.03
New York,2026-07-31 19:00:00+00:00,3,130.77,0.16,1.14,103.29,0.84,5.78,5.96,0.04
New York,2026-07-31 20:00:00+00:00,3,132.22,0.18,1.34,104.9,0.86,6.26,6.44,0.05
New York,2026-07-31 21:00:00+00:00,3,134.54,0.2,1.71,105.24,0.88,6.62,6.83,0.06
New York,2026-07-31 22:00:00+00:00,3,141.46,0.27,2.82,101.65,0.95,7.25,7.52,0.11
New York,2026-07-31 23:00:00+00:00,2,150.9,0.24,4.29,96.36,1.06,8.28,8.68,0.17
New York,2026-08-01 00:00:00+00:00,2,158.27,0.06,5.29,94.54,1.14,9.49,10.03,0.2
