City Name,Date/Time (UTC),AQI,CO,NO,NO2,O3,SO2,PM2.5,PM10,NH3
New York,2026-07-14 13:00:00+00:00,1,132.64,1.91,5.71,47.26,3.07,2.88,6.9,1.34
New York,2026-07-14 14:00:00+00:00,1,136.64,2.14,5.77,53.88,3.43,3.38,7.7,1.35
New York,2026-07-14 15:00:00+00:00,2,140.04,1.56,5.18,69.77,3.55,4.93,9.57,1.34
New York,2026-07-14 16:00:00+00:00,3,125.32,0.38,2.05,106.96,2.42,6.22,10.65,0.66
New York,2026-07-14 17:00:00+00:00,3,122.67,0.19,1.22,116.83,1.92,6.94,11.01,0.51
New York,2026-07-14 18:00:00+00:00,3,122.74,0.17,1.15,121.47,1.83,7.6,11.59,0.52
New York,2026-07-14 19:00:00+00:00,3,123.92,0.16,1.19,126.54,1.8,8.17,12.18,0.56
New York,2026-07-14 20:00:00+00:00,3,124.13,0.16,1.27,128.78,1.76,8.47,12.51,0.63
New York,2026-07-14 21:00:00+00:00,3,124.69,0.16,1.47,129.82,1.77,8.58,12.65,0.71
New York,2026-07-14 22:00:00+00:00,3,126.51,0.17,1.96,130.36,1.87,8.65,12.79,0.83
New York,2026-07-14 23:00:00+00:00,3,128.3,0.14,2.75,128.9,2.05,8.61,12.83,0.98
New York,2026-07-15 00:00:00+00:00,3,128.63,0.04,3.49,125.04,2.2,8.29,12.45,1.15
New York,2026-07-15 01:00:00+00:00,3,126.66,0.0,3.59,116.89,2.24,7.52,11.51,1.38
New York,2026-07-15 02:00:00+00:00,3,125.73,0.0,3.64,108.59,2.35,6.75,10.54,1.67
New York,2026-07-15 03:00:00+00:00,3,126.01,0.0,3.85,102.35,2.54,6.2,9.78,1.87
New York,2026-07-15 04:00:00+00:00,2,126.3,0.0,4.11,95.7,2.73,5.75,9.18,1.97
New York,2026-07-15 05:00:00+00:00,2,129.69,0.0,4.44,89.66,2.9,5.6,8.99,2.02
New York,2026-07-15 06:00:00+00:00,2,134.58,0.0,4.87,83.9,3.04,5.76,9.1,1.96
New York,2026-07-15 07:00:00+00:00,2,140.03,0.0,5.34,78.07,3.1,6.19,9.4,1.81
New York,2026-07-15 08:00:00+00:00,2,144.78,0.0,5.72,73.44,3.1,6.86,9.91,1.64
New York,2026-07-15 09:00:00+00:00,2,148.31,0.0,5.96,70.86,3.15,7.92,10.74,1.41
New York,2026-07-15 10:00:00+00:00,2,150.36,0.0,6.09,70.67,3.41,9.58,12.05,1.15
New York,2026-07-15 11:00:00+00:00,2,153.05,0.07,6.7,73.63,3.94,11.94,14.01,0.92
New York,2026-07-15 12:00:00+00:00,2,156.09,0.54,6.97,78.55,4.49,14.24,15.95,0.76
New York,2026-07-15 13:00:00+00:00,2,155.78,0.94,6.07,87.48,4.78,15.84,17.26,0.7
New York,2026-07-15 14:00:00+00:00,2,151.45,0.79,4.61,98.97,4.7,16.89,18.13,0.72
New York,2026-07-15 15:00:00+00:00,3,145.44,0.45,2.98,113.58,4.27,18.12,19.25,0.78
New York,2026-07-15 16:00:00+00:00,3,140.66,0.25,1.83,125.0,3.39,18.3,19.24,0.86
New York,2026-07-15 17:00:00+00:00,3,141.2,0.21,1.58,130.74,2.99,18.63,19.49,0.97
New York,2026-07-15 18:00:00+00:00,3,142.75,0.2,1.58,136.72,2.89,19.15,20.0,1.06
New York,2026-07-15 19:00:00+00:00,3,142.96,0.18,1.6,138.9,2.67,18.52,19.32,1.12
New York,2026-07-15 20:00:00+00:00,3,134.36,0.17,1.73,133.39,2.34,16.08,16.78,1.08
New York,2026-07-15 21:00:00+00:00,3,126.21,0.15,2.16,127.32,2.21,14.17,14.81,1.03
New York,2026-07-15 22:00:00+00:00,3,124.69,0.11,3.34,120.42,2.31,13.52,14.17,1.01
New York,2026-07-15 23:00:00+00:00,3,128.35,0.07,5.03,112.93,2.61,13.88,14.57,1.01
New York,2026-07-16 00:00:00+00:00,3,131.0,0.02,6.29,108.47,2.94,14.45,15.2,1.05
New York,2026-07-16 01:00:00+00:00,3,132.71,0.0,6.72,100.93,3.09,14.82,15.58,1.08
New York,2026-07-16 02:00:00+00:00,2,136.06,0.0,7.22,89.55,2.96,14.7,15.45,1.07
New York,2026-07-16 03:00:00+00:00,2,140.5,0.0,7.88,77.62,2.66,13.82,14.58,1.01
New York,2026-07-16 04:00:00+00:00,2,148.91,0.0,8.09,66.07,2.18,12.53,13.37,0.81
New York,2026-07-16 05:00:00+00:00,2,167.66,0.0,7.9,58.11,1.83,12.15,13.14,0.68
New York,2026-07-16 06:00:00+00:00,2,195.5,0.0,7.35,53.0,1.6,12.68,13.81,0.64
New York,2026-07-16 07:00:00+00:00,2,225.08,0.0,6.68,47.32,1.31,13.86,15.07,0.59
New York,2026-07-16 08:00:00+00:00,2,247.83,0.0,6.12,40.79,1.03,15.29,16.55,0.48
New York,2026-07-16 09:00:00+00:00,2,264.08,0.0,5.66,35.3,0.86,16.71,17.99,0.42
New York,2026-07-16 10:00:00+00:00,2,278.23,0.0,5.56,30.74,0.77,18.0,19.25,0.43
New York,2026-07-16 11:00:00+00:00,2,304.54,0.05,6.71,28.27,0.84,19.84,21.04,0.68
New York,2026-07-16 12:00:00+00:00,2,357.09,0.49,8.5,32.26,1.09,23.64,24.78,1.37
New York,2026-07-16 13:00:00+00:00,3,546.51,0.84,7.6,71.34,1.85,41.37,42.2,4.43
New York,2026-07-16 14:00:00+00:00,3,598.64,0.83,6.82,92.08,2.05,48.07,48.84,4.77
New York,2026-07-16 15:00:00+00:00,4,600.02,0.62,5.36,119.91,2.29,50.86,51.71,4.55
New York,2026-07-16 16:00:00+00:00,4,661.88,0.24,2.66,162.54,1.69,53.87,54.4,6.9
New York,2026-07-16 17:00:00+00:00,4,620.82,0.17,2.11,169.9,1.47,48.07,48.57,6.63
New York,2026-07-16 18:00:00+00:00,4,565.4,0.15,2.09,172.47,1.54,43.22,43.82,5.95
New York,2026-07-16 19:00:00+00:00,4,505.26,0.14,2.07,169.33,1.57,35.28,35.96,5.25
New York,2026-07-16 20:00:00+00:00,4,443.13,0.13,2.14,161.83,1.51,26.92,27.62,4.46
New York,2026-07-16 21:00:00+00:00,4,395.29,0.13,2.42,154.95,1.48,20.64,21.34,3.81
New York,2026-07-16 22:00:00+00:00,4,356.26,0.16,3.29,147.96,1.58,16.08,16.74,3.27
New York,2026-07-16 23:00:00+00:00,3,317.87,0.16,4.57,138.75,1.76,13.05,13.66,2.73
New York,2026-07-17 00:00:00+00:00,3,278.04,0.05,5.77,127.7,1.92,10.72,11.26,2.31
New York,2026-07-17 01:00:00+00:00,3,245.01,0.0,6.6,112.15,2.11,10.01,10.66,1.89
New York,2026-07-17 02:00:00+00:00,2,242.5,0.0,7.3,98.92,2.36,10.29,11.02,1.69
New York,2026-07-17 03:00:00+00:00,2,302.94,0.0,8.18,90.85,2.63,14.31,15.02,2.03
New York,2026-07-17 04:00:00+00:00,3,421.2,0.0,8.88,81.01,2.48,25.06,25.81,2.46
New York,2026-07-17 05:00:00+00:00,3,549.47,0.0,8.88,70.57,2.06,40.08,40.85,2.61
New York,2026-07-17 06:00:00+00:00,4,676.49,0.0,8.28,62.79,1.74,58.81,59.56,2.61
New York,2026-07-17 07:00:00+00:00,5,764.07,0.0,7.62,55.87,1.51,76.47,77.18,2.36
New York,2026-07-17 08:00:00+00:00,5,814.66,0.0,7.18,49.33,1.32,90.05,90.72,1.99
New York,2026-07-17 09:00:00+00:00,5,832.73,0.0,7.08,43.88,1.19,99.22,99.86,1.53
New York,2026-07-17 10:00:00+00:00,5,815.73,0.0,7.38,38.68,1.16,102.69,103.31,1.24
New York,2026-07-17 11:00:00+00:00,5,787.27,0.06,8.95,34.33,1.29,102.43,103.07,1.29
New York,2026-07-17 12:00:00+00:00,5,746.77,0.71,11.0,36.03,1.75,97.72,98.41,1.52
New York,2026-07-17 13:00:00+00:00,5,639.87,1.22,10.57,62.31,3.38,82.44,83.18,2.17
New York,2026-07-17 14:00:00+00:00,5,588.0,1.51,9.84,76.65,3.59,76.77,77.54,2.0
New York,2026-07-17 15:00:00+00:00,4,553.49,1.21,8.6,102.84,3.86,74.72,75.58,1.9
New York,2026-07-17 16:00:00+00:00,4,534.2,0.39,4.15,145.91,2.53,74.87,75.4,3.8
New York,2026-07-17 17:00:00+00:00,5,541.83,0.21,2.74,159.82,2.01,77.3,77.75,4.43
New York,2026-07-17 18:00:00+00:00,5,543.83,0.17,2.57,170.38,2.05,78.95,79.48,4.45
New York,2026-07-17 19:00:00+00:00,5,545.76,0.12,2.68,177.22,2.11,80.35,80.95,4.45
New York,2026-07-17 20:00:00+00:00,5,544.82,0.11,2.84,180.07,2.09,80.83,81.49,4.42
New York,2026-07-17 21:00:00+00:00,5,545.28,0.09,3.14,181.88,2.05,81.28,82.01,4.38
New York,2026-07-17 22:00:00+00:00,5,542.74,0.08,4.25,176.93,2.08,81.58,82.49,3.98
New York,2026-07-17 23:00:00+00:00,5,539.98,0.05,5.6,168.06,2.15,82.05,83.33,3.32
New York,2026-07-18 00:00:00+00:00,5,538.61,0.01,6.03,162.46,2.14,82.86,84.57,2.84
New York,2026-07-18 01:00:00+00:00,5,528.2,0.0,5.46,155.97,2.03,82.76,85.1,2.36
New York,2026-07-18 02:00:00+00:00,5,525.7,0.0,4.95,147.51,1.86,83.93,87.01,1.89
New York,2026-07-18 03:00:00+00:00,5,528.87,0.0,4.74,138.38,1.65,85.44,89.09,1.5
New York,2026-07-18 04:00:00+00:00,5,526.44,0.0,4.22,129.95,1.46,85.32,89.35,1.18
New York,2026-07-18 05:00:00+00:00,5,526.26,0.0,3.25,126.71,1.36,84.83,89.12,1.06
New York,2026-07-18 06:00:00+00:00,5,525.35,0.0,2.44,125.31,1.28,83.8,88.24,1.02
New York,2026-07-18 07:00:00+00:00,5,523.45,0.0,1.96,124.75,1.23,82.02,86.47,1.05
New York,2026-07-18 08:00:00+00:00,5,521.99,0.0,1.68,124.74,1.17,79.91,84.49,1.05
New York,2026-07-18 09:00:00+00:00,5,520.53,0.0,1.54,124.89,1.12,77.43,82.29,1.03
New York,2026-07-18 10:00:00+00:00,4,516.55,0.0,1.53,124.4,1.13,73.97,78.82,1.25
New York,2026-07-18 11:00:00+00:00,4,512.56,0.0,1.92,122.06,1.1,69.94,74.69,1.51
New York,2026-07-18 12:00:00+00:00,4,512.5,0.0,2.7,120.64,1.04,66.36,70.93,1.81
New York,2026-07-18 13:00:00+00:00,4,532.91,0.0,2.93,125.83,1.0,64.63,68.19,2.47
New York,2026-07-18 14:00:00+00:00,4,539.72,0.01,2.86,124.87,0.95,63.14,66.38,2.2
New York,2026-07-18 15:00:00+00:00,4,533.73,0.01,2.68,122.37,0.97,61.17,64.79,1.69
New York,2026-07-18 16:00:00+00:00,4,506.28,0.01,2.45,119.28,0.9,57.92,62.74,1.22
New York,2026-07-18 17:00:00+00:00,4,441.14,0.01,2.25,114.87,0.89,51.43,57.91,0.85
New York,2026-07-18 18:00:00+00:00,3,341.91,0.03,2.0,107.87,0.9,41.38,48.73,0.51
New York,2026-07-18 19:00:00+00:00,3,231.18,0.08,1.44,103.2,0.85,28.36,34.04,0.36
New York,2026-07-18 20:00:00+00:00,2,171.37,0.08,1.55,95.66,0.77,19.28,23.31,0.32
New York,2026-07-18 21:00:00+00:00,2,145.42,0.1,1.93,89.79,0.74,13.51,16.46,0.35
New York,2026-07-18 22:00:00+00:00,2,137.45,0.14,2.35,87.32,0.75,10.5,13.08,0.45
New York,2026-07-18 23:00:00+00:00,2,136.24,0.07,2.9,85.83,0.87,9.1,11.22,0.64
New York,2026-07-19 00:00:00+00:00,2,137.99,0.02,3.45,83.68,1.04,8.42,9.9,0.84
New York,2026-07-19 01:00:00+00:00,2,142.07,0.0,3.75,81.38,1.21,8.03,8.83,0.78
New York,2026-07-19 02:00:00+00:00,2,147.29,0.0,4.02,78.32,1.14,7.88,8.22,0.47
New York,2026-07-19 03:00:00+00:00,2,152.91,0.0,4.38,75.52,1.01,7.65,7.8,0.23
New York,2026-07-19 04:00:00+00:00,2,153.32,0.0,4.48,71.33,0.83,6.64,6.72,0.12
New York,2026-07-19 05:00:00+00:00,2,153.61,0.0,4.31,67.58,0.73,5.39,5.47,0.09
New York,2026-07-19 06:00:00+00:00,2,153.55,0.0,4.15,63.46,0.74,4.52,4.64,0.09
New York,2026-07-19 07:00:00+00:00,1,153.91,0.0,4.18,58.49,0.81,4.02,4.19,0.11
New York,2026-07-19 08:00:00+00:00,1,153.98,0.0,4.35,52.79,0.99,3.52,3.71,0.14
New York,2026-07-19 09:00:00+00:00,1,154.06,0.0,4.5,47.17,1.24,3.17,3.39,0.18
New York,2026-07-19 10:00:00+00:00,1,153.28,0.0,4.63,41.62,1.53,3.34,3.64,0.24
New York,2026-07-19 11:00:00+00:00,1,154.49,0.14,4.84,37.89,1.66,3.76,4.15,0.27
New York,2026-07-19 12:00:00+00:00,1,190.85,0.76,4.39,40.29,1.61,3.97,4.37,0.27
New York,2026-07-19 13:00:00+00:00,1,312.95,0.97,3.76,52.04,1.42,4.02,4.36,0.25
New York,2026-07-19 14:00:00+00:00,2,468.34,0.65,2.96,72.52,1.27,4.68,4.95,0.25
New York,2026-07-19 15:00:00+00:00,2,572.13,0.37,2.08,93.61,1.21,5.99,6.22,0.24
New York,2026-07-19 16:00:00+00:00,3,628.05,0.23,1.46,108.6,1.07,6.38,6.57,0.22
New York,2026-07-19 17:00:00+00:00,3,626.21,0.19,1.25,115.87,0.98,6.36,6.52,0.21
New York,2026-07-19 18:00:00+00:00,3,578.73,0.18,1.25,120.33,1.02,6.86,7.02,0.22
New York,2026-07-19 19:00:00+00:00,3,521.96,0.17,1.3,123.06,1.04,7.18,7.35,0.23
New York,2026-07-19 20:00:00+00:00,3,467.99,0.15,1.41,122.49,1.02,6.99,7.15,0.24
New York,2026-07-19 21:00:00+00:00,3,420.24,0.12,1.67,119.97,1.01,6.65,6.81,0.25
New York,2026-07-19 22:00:00+00:00,2,388.6,0.25,3.75,99.96,0.93,6.67,6.87,0.29
New York,2026-07-19 23:00:00+00:00,2,369.89,0.44,6.35,78.43,0.82,7.08,7.37,0.36
New York,2026-07-20 00:00:00+00:00,2,354.26,0.22,8.25,64.15,0.76,7.35,7.74,0.4
New York,2026-07-20 01:00:00+00:00,1,339.19,0.0,8.96,54.11,0.71,7.45,7.93,0.42
New York,2026-07-20 02:00:00+00:00,1,327.89,0.0,9.27,46.54,0.7,7.49,8.05,0.43
New York,2026-07-20 03:00:00+00:00,1,314.94,0.0,10.01,38.54,0.69,7.35,7.94,0.45
New York,2026-07-20 04:00:00+00:00,1,299.8,0.0,10.34,32.6,0.68,7.07,7.66,0.44
New York,2026-07-20 05:00:00+00:00,1,284.8,0.0,10.18,28.5,0.7,6.78,7.35,0.41
New York,2026-07-20 06:00:00+00:00,1,266.3,0.0,9.9,26.45,0.85,6.28,6.81,0.39
New York,2026-07-20 07:00:00+00:00,1,235.62,0.0,9.38,31.75,1.45,5.14,5.62,0.44
New York,2026-07-20 08:00:00+00:00,1,204.05,0.0,9.31,30.4,1.6,4.17,4.63,0.44
New York,2026-07-20 09:00:00+00:00,1,175.57,0.0,9.57,28.36,1.69,3.36,3.84,0.43
New York,2026-07-20 10:00:00+00:00,1,151.88,0.0,10.11,26.99,1.89,2.67,3.23,0.44
New York,2026-07-20 11:00:00+00:00,1,140.73,0.5,10.92,26.61,2.3,2.28,2.96,0.49
New York,2026-07-20 12:00:00+00:00,1,140.28,2.75,10.05,29.38,2.88,2.16,3.02,0.58
New York,2026-07-20 13:00:00+00:00,1,144.22,4.4,9.45,34.41,3.51,2.27,3.31,0.65
New York,2026-07-20 14:00:00+00:00,1,148.01,4.28,9.27,45.32,3.96,3.02,4.23,0.66
New York,2026-07-20 15:00:00+00:00,2,148.55,2.7,8.16,70.6,4.41,6.22,7.59,0.63
New York,2026-07-20 16:00:00+00:00,3,121.03,0.61,2.96,106.78,2.57,6.04,6.84,0.36
New York,2026-07-20 17:00:00+00:00,3,116.33,0.24,1.38,116.13,1.79,6.32,6.97,0.26
New York,2026-07-20 18:00:00+00:00,3,116.58,0.19,1.15,120.91,1.63,7.08,7.76,0.23
New York,2026-07-20 19:00:00+00:00,3,118.37,0.17,1.12,124.98,1.5,7.53,8.19,0.2
New York,2026-07-20 20:00:00+00:00,3,120.13,0.16,1.15,127.39,1.4,7.8,8.44,0.18
New York,2026-07-20 21:00:00+00:00,3,122.33,0.16,1.29,128.6,1.32,7.9,8.5,0.17
New York,2026-07-20 22:00:00+00:00,3,128.44,0.18,1.74,127.07,1.29,8.09,8.72,0.18
New York,2026-07-20 23:00:00+00:00,3,139.38,0.15,2.31,123.4,1.28,8.36,9.09,0.18
New York,2026-07-21 00:00:00+00:00,3,156.11,0.04,2.68,120.78,1.23,8.43,9.31,0.17
New York,2026-07-21 01:00:00+00:00,3,182.88,0.0,2.45,120.3,1.16,8.78,9.99,0.14
New York,2026-07-21 02:00:00+00:00,3,219.44,0.0,2.15,121.53,1.09,9.61,11.44,0.12
New York,2026-07-21 03:00:00+00:00,3,255.65,0.0,1.95,122.62,1.01,10.62,13.25,0.09
New York,2026-07-21 04:00:00+00:00,3,279.36,0.0,1.65,121.87,0.93,11.34,14.81,0.06
New York,2026-07-21 05:00:00+00:00,3,287.22,0.0,1.34,121.11,0.88,11.59,15.85,0.04
New York,2026-07-21 06:00:00+00:00,3,284.02,0.0,1.14,119.74,0.84,11.35,16.23,0.03
New York,2026-07-21 07:00:00+00:00,3,282.55,0.0,1.03,117.5,0.83,10.75,15.37,0.03
New York,2026-07-21 08:00:00+00:00,3,293.49,0.0,0.97,115.77,0.72,9.86,13.67,0.03
New York,2026-07-21 09:00:00+00:00,3,322.25,0.0,0.93,113.05,0.61,8.69,11.84,0.02
New York,2026-07-21 10:00:00+00:00,3,352.88,0.0,0.95,108.35,0.52,7.22,9.81,0.01
New York,2026-07-21 11:00:00+00:00,3,358.64,0.0,1.24,100.92,0.46,5.83,8.06,0.02
New York,2026-07-21 12:00:00+00:00,2,336.0,0.04,1.75,93.06,0.46,5.31,7.38,0.03
New York,2026-07-21 13:00:00+00:00,2,293.26,0.1,1.97,86.11,0.5,5.26,7.05,0.05
New York,2026-07-21 14:00:00+00:00,2,238.15,0.12,2.01,77.38,0.54,4.85,6.12,0.09
New York,2026-07-21 15:00:00+00:00,2,185.58,0.12,2.05,67.88,0.57,4.35,5.23,0.19
New York,2026-07-21 16:00:00+00:00,2,143.39,0.1,1.89,64.0,0.56,3.81,4.45,0.26
New York,2026-07-21 17:00:00+00:00,2,123.63,0.08,1.85,63.04,0.59,3.69,4.28,0.32
New York,2026-07-21 18:00:00+00:00,2,117.19,0.05,2.05,62.31,0.64,3.69,4.31,0.39
New York,2026-07-21 19:00:00+00:00,2,116.43,0.06,2.31,62.13,0.74,3.96,4.64,0.44
New York,2026-07-21 20:00:00+00:00,2,116.89,0.1,2.47,62.12,0.79,4.41,5.16,0.46
New York,2026-07-21 21:00:00+00:00,2,118.06,0.13,2.61,63.9,0.77,4.87,5.66,0.46
New York,2026-07-21 22:00:00+00:00,2,120.39,0.09,3.02,65.6,0.74,5.38,6.04,0.43
New York,2026-07-21 23:00:00+00:00,2,123.39,0.04,3.52,66.03,0.69,5.82,6.2,0.34
New York,2026-07-22 00:00:00+00:00,2,125.52,0.01,3.7,65.93,0.63,5.96,6.21,0.24
New York,2026-07-22 01:00:00+00:00,2,124.84,0.0,3.59,63.73,0.56,5.71,5.88,0.18
New York,2026-07-22 02:00:00+00:00,2,123.61,0.0,3.47,60.73,0.5,4.86,5.0,0.13
New York,2026-07-22 03:00:00+00:00,1,121.93,0.0,3.4,57.71,0.44,3.65,3.75,0.1
New York,2026-07-22 04:00:00+00:00,1,118.85,0.0,3.24,54.84,0.42,2.49,2.57,0.09
New York,2026-07-22 05:00:00+00:00,1,116.22,0.0,3.12,52.27,0.46,1.76,1.85,0.1
New York,2026-07-22 06:00:00+00:00,1,114.83,0.0,3.17,49.55,0.56,1.47,1.57,0.11
New York,2026-07-22 07:00:00+00:00,1,115.21,0.0,3.48,46.64,0.69,1.47,1.59,0.12
New York,2026-07-22 08:00:00+00:00,1,116.65,0.0,3.84,43.01,0.78,1.53,1.69,0.11
New York,2026-07-22 09:00:00+00:00,1,117.39,0.0,4.08,39.76,0.82,1.51,1.7,0.11
New York,2026-07-22 10:00:00+00:00,1,117.91,0.0,4.28,36.76,0.88,1.46,1.67,0.12
New York,2026-07-22 11:00:00+00:00,1,119.81,0.08,4.81,33.37,1.02,1.49,1.72,0.15
New York,2026-07-22 12:00:00+00:00,1,124.81,0.65,5.25,30.61,1.23,1.63,1.9,0.2
New York,2026-07-22 13:00:00+00:00,1,130.13,1.37,5.25,30.91,1.47,1.87,2.19,0.24
New York,2026-07-22 14:00:00+00:00,1,134.23,1.68,4.91,38.04,1.75,2.38,2.78,0.28
New York,2026-07-22 15:00:00+00:00,1,139.0,1.27,4.14,55.59,1.98,4.06,4.52,0.28
New York,2026-07-22 16:00:00+00:00,2,147.17,0.41,2.02,85.47,1.5,5.64,5.96,0.18
New York,2026-07-22 17:00:00+00:00,2,147.41,0.2,1.3,97.26,1.11,5.42,5.65,0.17
New York,2026-07-22 18:00:00+00:00,3,144.67,0.17,1.25,101.4,0.99,5.02,5.24,0.19
New York,2026-07-22 19:00:00+00:00,3,143.67,0.17,1.34,104.21,0.96,4.69,4.9,0.22
New York,2026-07-22 20:00:00+00:00,3,144.74,0.19,1.53,106.54,0.99,4.78,4.99,0.26
New York,2026-07-22 21:00:00+00:00,3,147.72,0.22,1.83,108.05,1.04,5.08,5.31,0.31
New York,2026-07-22 22:00:00+00:00,2,156.5,0.4,3.4,98.22,1.12,5.77,6.14,0.41
New York,2026-07-22 23:00:00+00:00,2,169.38,0.51,5.88,83.38,1.19,6.47,7.06,0.52
New York,2026-07-23 00:00:00+00:00,2,179.01,0.2,8.38,72.59,1.25,6.75,7.47,0.63
New York,2026-07-23 01:00:00+00:00,2,183.24,0.0,9.57,64.59,1.34,6.7,7.46,0.71
New York,2026-07-23 02:00:00+00:00,1,188.02,0.0,10.25,59.3,1.62,6.47,7.19,0.71
New York,2026-07-23 03:00:00+00:00,1,189.82,0.0,10.86,55.72,2.09,5.96,6.58,0.68
New York,2026-07-23 04:00:00+00:00,1,182.62,0.0,10.37,54.34,2.54,5.03,5.52,0.63
New York,2026-07-23 05:00:00+00:00,1,176.84,0.0,10.18,51.71,2.72,3.99,4.41,0.63
New York,2026-07-23 06:00:00+00:00,1,168.69,0.0,9.87,50.51,2.82,2.82,3.2,0.61
New York,2026-07-23 07:00:00+00:00,1,158.03,0.0,9.36,50.05,2.72,1.97,2.29,0.56
New York,2026-07-23 08:00:00+00:00,1,151.3,0.0,9.03,47.82,2.44,1.75,2.05,0.49
New York,2026-07-23 09:00:00+00:00,1,145.05,0.0,8.94,45.42,2.25,1.77,2.12,0.41
New York,2026-07-23 10:00:00+00:00,1,137.86,0.0,9.01,43.04,2.23,1.86,2.29,0.38
New York,2026-07-23 11:00:00+00:00,1,135.01,0.23,9.73,41.93,2.38,1.99,2.51,0.42
New York,2026-07-23 12:00:00+00:00,1,136.52,1.59,9.3,44.16,2.57,2.16,2.74,0.49
New York,2026-07-23 13:00:00+00:00,1,136.7,2.6,8.38,50.75,2.71,2.33,2.96,0.55
New York,2026-07-23 14:00:00+00:00,2,136.63,2.7,7.76,60.41,2.93,2.83,3.5,0.58
New York,2026-07-23 15:00:00+00:00,2,137.82,2.13,6.89,76.22,3.21,4.49,5.23,0.58
New York,2026-07-23 16:00:00+00:00,3,129.3,0.79,3.39,100.71,2.33,5.4,5.94,0.41
New York,2026-07-23 17:00:00+00:00,3,125.52,0.31,1.66,113.55,1.79,6.25,6.71,0.31
New York,2026-07-23 18:00:00+00:00,3,126.2,0.22,1.32,121.44,1.77,7.55,8.07,0.29
New York,2026-07-23 19:00:00+00:00,3,128.22,0.19,1.25,128.19,1.75,8.52,9.09,0.28
New York,2026-07-23 20:00:00+00:00,3,129.0,0.18,1.26,131.77,1.66,9.01,9.61,0.26
New York,2026-07-23 21:00:00+00:00,3,129.43,0.17,1.38,133.53,1.56,9.1,9.75,0.24
New York,2026-07-23 22:00:00+00:00,3,130.13,0.19,1.85,129.96,1.47,9.1,9.95,0.23
New York,2026-07-23 23:00:00+00:00,3,130.64,0.15,2.44,122.26,1.37,8.93,10.07,0.22
New York,2026-07-24 00:00:00+00:00,3,129.54,0.04,2.82,114.65,1.25,8.4,9.75,0.2
New York,2026-07-24 01:00:00+00:00,2,128.8,0.0,3.33,98.67,1.05,7.67,9.14,0.2
New York,2026-07-24 02:00:00+00:00,2,129.41,0.0,4.0,82.03,0.86,7.01,8.56,0.22
New York,2026-07-24 03:00:00+00:00,2,129.85,0.0,4.39,71.43,0.75,6.39,7.98,0.22
New York,2026-07-24 04:00:00+00:00,2,126.94,0.0,4.42,62.62,0.61,5.7,7.25,0.19
New York,2026-07-24 05:00:00+00:00,1,123.21,0.0,4.01,56.04,0.5,5.15,6.64,0.16
New York,2026-07-24 06:00:00+00:00,1,118.84,0.0,3.41,51.32,0.45,4.68,6.13,0.13
New York,2026-07-24 07:00:00+00:00,1,114.99,0.0,3.04,46.82,0.41,4.35,5.75,0.11
New York,2026-07-24 08:00:00+00:00,1,112.11,0.0,2.84,41.67,0.36,4.11,5.44,0.09
New York,2026-07-24 09:00:00+00:00,1,110.49,0.0,2.82,37.55,0.32,3.87,5.1,0.08
New York,2026-07-24 10:00:00+00:00,1,110.7,0.01,3.19,34.3,0.32,3.65,4.82,0.09
New York,2026-07-24 11:00:00+00:00,1,119.4,0.27,4.76,32.0,0.38,3.56,4.78,0.16
New York,2026-07-24 12:00:00+00:00,1,135.21,1.74,5.93,35.09,0.52,3.57,4.89,0.29
New York,2026-07-24 13:00:00+00:00,2,127.29,0.91,4.09,73.56,1.17,2.84,4.11,0.21
New York,2026-07-24 14:00:00+00:00,2,125.65,0.91,3.29,81.58,1.2,2.86,4.08,0.21
New York,2026-07-24 15:00:00+00:00,2,122.22,0.63,2.4,91.38,1.15,3.17,4.29,0.18
New York,2026-07-24 16:00:00+00:00,3,108.25,0.18,0.9,106.2,0.62,2.62,3.39,0.08
New York,2026-07-24 17:00:00+00:00,3,103.78,0.12,0.64,109.85,0.45,2.51,3.16,0.06
New York,2026-07-24 18:00:00+00:00,3,102.18,0.12,0.61,111.58,0.42,2.58,3.24,0.06
New York,2026-07-24 19:00:00+00:00,3,101.86,0.12,0.63,113.43,0.43,2.73,3.46,0.05
New York,2026-07-24 20:00:00+00:00,3,101.3,0.12,0.69,114.27,0.45,2.91,3.76,0.05
New York,2026-07-24 21:00:00+00:00,3,100.82,0.12,0.83,114.11,0.46,2.98,4.0,0.05
New York,2026-07-24 22:00:00+00:00,3,100.82,0.1,1.22,111.7,0.49,3.01,4.26,0.06
New York,2026-07-24 23:00:00+00:00,3,101.48,0.05,1.69,107.42,0.54,3.05,4.61,0.08
New York,2026-07-25 00:00:00+00:00,3,101.32,0.01,1.83,103.88,0.57,3.03,4.94,0.08
New York,2026-07-25 01:00:00+00:00,2,101.14,0.0,2.08,96.19,0.57,2.99,5.22,0.1
New York,2026-07-25 02:00:00+00:00,2,102.91,0.0,2.57,86.89,0.58,3.01,5.51,0.13
New York,2026-07-25 03:00:00+00:00,2,104.24,0.0,2.94,80.11,0.56,3.04,5.76,0.13
New York,2026-07-25 04:00:00+00:00,2,103.86,0.0,3.1,73.55,0.51,3.03,5.93,0.11
New York,2026-07-25 05:00:00+00:00,2,101.68,0.0,2.71,68.44,0.43,3.01,6.07,0.08
New York,2026-07-25 06:00:00+00:00,2,98.58,0.0,2.2,64.84,0.39,2.98,6.18,0.06
